GOV,Level of government,TAX,Revenue category,Year,Value
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2007,364.53
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2008,464.79
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2009,472.05
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2010,897.22
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2011,767.96
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2012,913.64
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2013,1171.68
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2014,984.05
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2015,992.8
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2016,1087.9
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2017,1244.47
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2018,1294.01
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2019,1154.42
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2020,1558.91
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2021,1869.006
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2004,208.11
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2005,269.52
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2006,360.49
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2007,364.53
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2008,464.79
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2009,472.05
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2010,897.22
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2011,767.96
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2012,913.64
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2013,1171.68
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2014,984.05
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2015,992.8
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2016,1087.9
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2017,1244.47
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2018,1294.01
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2019,1154.42
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2020,1558.91
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2021,1869.006
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2004,194.47
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2005,235.97
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2006,286.74
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2007,292.45
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2008,324.12
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2009,336.61
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2010,432.18
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2011,569.71
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2012,635.76
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2013,717.14
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2014,740.06
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2015,740.48
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2016,837.15
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2017,940.72
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2018,937.46
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2019,793.213
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2020,1073.726
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2021,1303.171
NES,Total,NTR_BA_L01_LSO,Water royalties,2004,194.47
NES,Total,NTR_BA_L01_LSO,Water royalties,2005,235.97
NES,Total,NTR_BA_L01_LSO,Water royalties,2006,286.74
NES,Total,NTR_BA_L01_LSO,Water royalties,2007,292.45
NES,Total,NTR_BA_L01_LSO,Water royalties,2008,324.12
NES,Total,NTR_BA_L01_LSO,Water royalties,2009,336.61
NES,Total,NTR_BA_L01_LSO,Water royalties,2010,432.18
NES,Total,NTR_BA_L01_LSO,Water royalties,2011,569.71
NES,Total,NTR_BA_L01_LSO,Water royalties,2012,635.76
NES,Total,NTR_BA_L01_LSO,Water royalties,2013,717.14
NES,Total,NTR_BA_L01_LSO,Water royalties,2014,740.06
NES,Total,NTR_BA_L01_LSO,Water royalties,2015,740.48
NES,Total,NTR_BA_L01_LSO,Water royalties,2016,837.15
NES,Total,NTR_BA_L01_LSO,Water royalties,2017,940.72
NES,Total,NTR_BA_L01_LSO,Water royalties,2018,937.46
NES,Total,NTR_BA_L01_LSO,Water royalties,2019,793.213
NES,Total,NTR_BA_L01_LSO,Water royalties,2020,1073.726
NES,Total,NTR_BA_L01_LSO,Water royalties,2021,1303.171
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2004,13.64
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2005,33.55
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2006,73.75
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2007,72.08
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2008,140.67
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2009,135.44
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2010,465.04
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2011,198.25
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2012,277.88
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2013,454.54
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2014,243.99
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2015,252.32
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2016,250.75
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2017,303.75
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2018,356.55
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2019,361.207
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2020,485.184
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2021,565.835
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2004,13.64
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2005,33.55
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2006,73.75
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2007,72.08
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2008,140.67
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2009,135.44
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2010,465.04
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2011,198.25
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2012,277.88
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2013,454.54
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2014,243.99
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2015,252.32
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2016,250.75
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2017,303.75
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2018,356.55
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2019,361.207
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2020,485.184
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2021,565.835
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2004,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2005,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2006,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2007,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2008,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2009,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2010,686.03
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2011,342.94
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2012,97.73
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2013,106.1
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2014,311.86
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2015,401.46
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2016,361.52
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2017,212.65
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2018,318.521
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2019,175.838
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2020,117.84
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2021,78.674
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2004,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2005,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2006,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2007,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2008,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2009,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2010,686.03
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2011,342.94
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2012,97.73
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2013,106.1
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2014,311.86
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2015,401.46
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2016,361.52
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2017,212.65
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2018,318.521
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2019,175.838
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2020,117.84
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2021,78.674
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2004,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2005,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2006,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2007,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2008,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2009,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2010,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2011,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2012,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2013,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2014,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2015,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2016,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2017,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2018,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2019,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2020,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2021,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2004,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2005,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2006,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2007,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2008,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2009,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2010,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2011,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2012,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2013,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2014,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2015,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2016,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2017,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2018,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2019,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2020,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2021,0.0
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2004,164.54
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2005,170.27
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2006,153.19
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2007,182.36
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2008,122.54
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2009,193.09
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2010,148.58
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2011,152.74
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2012,147.44
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2013,160.24
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2014,202.79
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2015,215.53
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2016,256.17
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2017,168.92
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2018,166.34
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2019,115.431
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2020,142.899
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2021,62.872
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2004,164.54
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2005,170.27
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2006,153.19
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2007,182.36
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2008,122.54
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2009,193.09
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2010,148.58
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2011,152.74
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2012,147.44
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2013,160.24
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2014,202.79
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2015,215.53
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2016,256.17
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2017,168.92
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2018,166.34
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2019,115.431
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2020,142.899
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2021,62.872
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2004,6.31
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2005,6.84
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2006,17.08
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2007,0.82
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2008,1.38
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2009,6.48
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2010,2.49
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2011,1.58
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2012,0.49
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2013,1.6
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2014,3.39
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2015,3.58
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2016,4.15
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2017,2.56
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2018,0.45
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2019,1.279
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2020,0.717
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2021,0.411
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2004,6.31
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2005,6.84
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2006,17.08
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2007,0.82
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2008,1.38
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2009,6.48
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2010,2.49
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2011,1.58
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2012,0.49
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2013,1.6
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2014,3.39
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2015,3.58
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2016,4.15
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2017,2.56
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2018,0.45
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2019,1.279
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2020,0.717
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2021,0.411
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2004,2012.4
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2005,2306.0
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2006,3945.0
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2007,4097.7
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2008,4900.6
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2009,4918.0
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2010,2627.9
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2011,2752.6
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2012,5966.3
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2013,6054.6
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2014,7034.1
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2015,6398.2
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2016,4518.966
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2017,6154.199
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2018,5538.155
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2019,6226.21
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2020,8980.5
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2021,7537.233
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2004,2012.4
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2005,2306.0
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2006,3945.0
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2007,4097.7
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2008,4900.6
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2009,4918.0
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2010,2627.9
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2011,2752.6
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2012,5966.3
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2013,6054.6
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2014,7034.1
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2015,6398.2
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2016,4518.966
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2017,6154.199
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2018,5538.155
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2019,6226.21
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2020,8980.5
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2021,7537.233
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2004,2012.4
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2005,2306.0
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2006,3945.0
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2007,4097.7
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2008,4900.6
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2009,4918.0
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2010,2627.9
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2011,2752.6
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2012,5966.3
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2013,6054.6
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2014,7034.1
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2015,6398.2
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2016,4518.966
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2017,6154.199
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2018,5538.155
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2019,6226.21
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2020,8980.5
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2021,7537.233
NES,Total,NTR_E_L01_LSO,SACU revenue,2004,2012.4
NES,Total,NTR_E_L01_LSO,SACU revenue,2005,2306.0
NES,Total,NTR_E_L01_LSO,SACU revenue,2006,3945.0
NES,Total,NTR_E_L01_LSO,SACU revenue,2007,4097.7
NES,Total,NTR_E_L01_LSO,SACU revenue,2008,4900.6
NES,Total,NTR_E_L01_LSO,SACU revenue,2009,4918.0
NES,Total,NTR_E_L01_LSO,SACU revenue,2010,2627.9
NES,Total,NTR_E_L01_LSO,SACU revenue,2011,2752.6
NES,Total,NTR_E_L01_LSO,SACU revenue,2012,5966.3
NES,Total,NTR_E_L01_LSO,SACU revenue,2013,6054.6
NES,Total,NTR_E_L01_LSO,SACU revenue,2014,7034.1
NES,Total,NTR_E_L01_LSO,SACU revenue,2015,6398.2
NES,Total,NTR_E_L01_LSO,SACU revenue,2016,4518.966
NES,Total,NTR_E_L01_LSO,SACU revenue,2017,6154.199
NES,Total,NTR_E_L01_LSO,SACU revenue,2018,5538.155
NES,Total,NTR_E_L01_LSO,SACU revenue,2019,6226.21
NES,Total,NTR_E_L01_LSO,SACU revenue,2020,8980.5
NES,Total,NTR_E_L01_LSO,SACU revenue,2021,7537.233
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2004,2391.36
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2005,2752.63
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2006,4475.76
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2007,4645.41
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2008,5489.31
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2009,5589.62
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2010,4362.22
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2011,4017.82
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2012,7125.6
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2013,7494.22
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2014,8536.19
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2015,8011.57
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2016,6228.706
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2017,7782.799
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2018,7317.476
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2019,7673.179
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2020,10800.866
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2021,9548.196
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2004,2391.36
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2005,2752.63
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2006,4475.76
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2007,4645.41
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2008,5489.31
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2009,5589.62
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2010,4362.22
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2011,4017.82
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2012,7125.6
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2013,7494.22
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2014,8536.19
